line,page,date,site,trap,day,trap_id,species,subspecies,sex,A,B,carapace,car_max,plastron,depth,mass,leeches,recap,mark_1,mark_final,picture,blood,smear,comments
1071,35,18-08-2018,O,5,,117,CPIC,marginata,M,NA,NA,124,126,115,41,225,2,R,562,562,Y,N,N,
1072,35,18-08-2018,O,4,,116,CPIC,marginata,M,NA,NA,116,116,104,39,190,1,R,841,841,Y,N,N,
1073,35,18-08-2018,O,4,,116,CPIC,marginata,M,NA,NA,132,133,115,42,270,2,R,509,509,Y,N,N,
1074,35,18-08-2018,O,3,,115,CPIC,marginata,M,NA,NA,119,120,112,39,200,0,R,495,495,Y,N,N,
1075,35,18-08-2018,O,3,,115,CPIC,marginata,F,NA,NA,146,147,140,61,410,2,N,880,880,Y,N,N,humped carapace
1076,36,18-08-2018,O,3,,115,CPIC,marginata,F,NA,NA,152,153,141,49,405,1,N,734,734,Y,N,N,
1077,36,18-08-2018,O,2,,114,CPIC,marginata,M,NA,NA,121,121,111,39,205,0,R,623,623,Y,N,N,
1078,36,18-08-2018,O,2,,114,CPIC,marginata,M,NA,NA,114,115,106,37,175,0,N,731,731,Y,N,N,plastron blotch faint
1079,36,18-08-2018,O,2,,114,CPIC,marginata,F,NA,NA,161,161,153,58,505,1,R,646,646,Y,N,N,gash across scute 1
1080,36,18-08-2018,O,2,,114,SODO,NA,F,NA,NA,92,92,68,35,120,0,N,103,103,Y,Y,Y,
1081,36,19-08-2018,O,10,,122,CSER,NA,F,105,86,314,320,225,129,6450,4,R,880,880,Y,Y,Y,mark 700 looks like damage; drilled another mark; damage at top of plastron
1082,36,19-08-2018,O,10,,122,SODO,NA,F,NA,NA,101,101,76,38,150,0,R,29,29,Y,Y,Y,
1083,36,19-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,115,116,104,38,190,0,R,715,715,Y,Y,Y,damage to 400; narrow 40
1084,36,19-08-2018,O,9,,121,CPIC,marginata,M,NA,NA,129,131,119,41,260,1,R,850,850,Y,N,N,
1085,36,19-08-2018,O,9,,121,SODO,NA,F,NA,NA,87,87,67,33,105,3,N,94,94,Y,Y,Y,blood smears not good?
1086,36,19-08-2018,O,8,,120,CPIC,marginata,M,NA,NA,124,127,117,43,240,0,R,1306,1306,Y,N,N,
1087,36,19-08-2018,O,7,,119,CPIC,marginata,M,NA,NA,117,117,105,38,195,1,R,493,493,Y,N,N,
1088,36,19-08-2018,O,6,,118,CPIC,marginata,M,NA,NA,130,134,120,44,295,2,R,617,617,Y,N,N,
1089,36,19-08-2018,O,5,,117,CPIC,marginata,M,NA,NA,130,130,113,41,245,0,R,592,592,Y,N,N,
1090,36,19-08-2018,O,5,,117,CPIC,marginata,M,NA,NA,125,128,113,40,225,0,R,761,761,Y,N,N,tail damage (nubbed)
1091,36,19-08-2018,O,3,,115,SODO,NA,F,NA,NA,95,95,72,38,135,2,R,108,108,Y,Y,Y,
1092,36,19-08-2018,O,2,,114,CPIC,marginata,M,NA,NA,136,138,122,44,290,3,N,807,807,Y,N,N,
1093,36,19-08-2018,O,1,,113,CPIC,marginata,F,NA,NA,144,144,137,51,380,0,R,940,940,Y,N,N,
